,url,normal,xss,dir
4853,"127.0.0.1 - - [03/May/2021:03:40:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<meter oncontextmenu=\""alert(1)\"">test</meter>"" 400 0 ""-"" ""-""",0,1,0
4928,"127.0.0.1 - - [03/May/2021:03:15:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Erica HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3208,"127.0.0.1 - - [03/May/2021:03:40:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<cite oncut=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
16872,"127.0.0.1 - - [03/May/2021:03:16:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Gillian HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1021,"127.0.0.1 - - [03/May/2021:03:07:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=pumpkin HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
6093,"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<embed width=500"" 400 0 ""-"" ""-""",0,1,0
6024,"127.0.0.1 - - [03/May/2021:03:40:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<em id=x"" 400 0 ""-"" ""-""",0,1,0
17899,"127.0.0.1 - - [03/May/2021:03:40:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<h1 onbeforepaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
16782,"127.0.0.1 - - [03/May/2021:03:41:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<optgroup draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
10881,"127.0.0.1 - - [03/May/2021:03:22:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Moina HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11471,"127.0.0.1 - - [03/May/2021:03:40:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
5550,"127.0.0.1 - - [03/May/2021:03:25:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shahram HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
16071,"127.0.0.1 - - [03/May/2021:03:26:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Simon HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
4634,"127.0.0.1 - - [03/May/2021:10:06:38 -0400] ""GET /DVWA/vulnerabilities/fi/?page=..\\\\..\\\\..\\\\..\\\\..\\\\..\\\\..\\\\..\\\\etc\\passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
16136,"127.0.0.1 - - [03/May/2021:03:26:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shona HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7166,"127.0.0.1 - - [03/May/2021:03:41:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><optgroup onload=alert(1)></optgroup>"" 400 0 ""-"" ""-""",0,1,0
8474,"127.0.0.1 - - [03/May/2021:03:11:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Belicia HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1132,"127.0.0.1 - - [03/May/2021:03:25:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Rodney HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10256,"127.0.0.1 - - [03/May/2021:03:08:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=user HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
6782,"127.0.0.1 - - [03/May/2021:03:25:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Selena HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12020,"127.0.0.1 - - [03/May/2021:10:05:17 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5cetc%5cpasswd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
9079,"127.0.0.1 - - [03/May/2021:03:22:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Michal HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14806,"127.0.0.1 - - [03/May/2021:03:28:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Wendel HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18308,"127.0.0.1 - - [03/May/2021:02:35:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=&lt;SCRIPT&gt;a=/XSS/ HTTP/1.1"" 200 1685 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
19313,"127.0.0.1 - - [03/May/2021:03:14:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Darcey HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5076,"127.0.0.1 - - [03/May/2021:03:10:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Antoinette HTTP/1.1"" 200 1702 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
16890,"127.0.0.1 - - [03/May/2021:03:41:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<pre onbeforepaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
8258,"127.0.0.1 - - [03/May/2021:02:35:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script\\x0Atype=\""text/javascript\"">javascript:alert(1);</script> HTTP/1.1"" 200 1716 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
7463,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<legend onbeforepaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
16032,"127.0.0.1 - - [03/May/2021:03:05:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=camille HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12364,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""javascript:void(0)\"""" 400 0 ""-"" ""-""",0,1,0
13941,"127.0.0.1 - - [03/May/2021:03:17:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Hayden HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7119,"127.0.0.1 - - [03/May/2021:03:18:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jeanne HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19179,"127.0.0.1 - - [03/May/2021:02:35:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<EMBED SRC=\""data:image/svg+xml;base64,PHN2ZyB4bWxuczpzdmc9Imh0dH"" 400 0 ""-"" ""-""",0,1,0
5427,"127.0.0.1 - - [03/May/2021:03:20:17 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Leila HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11418,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ?"" 400 0 ""-"" ""-""",0,1,0
16919,"127.0.0.1 - - [03/May/2021:03:15:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Fan HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10774,"127.0.0.1 - - [03/May/2021:03:14:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Dede HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12613,"127.0.0.1 - - [03/May/2021:03:40:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<figcaption id=x"" 400 0 ""-"" ""-""",0,1,0
10122,"127.0.0.1 - - [03/May/2021:03:23:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ortensia HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18290,"127.0.0.1 - - [03/May/2021:03:41:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<output onmousemove=\""alert(1)\"">test</output>"" 400 0 ""-"" ""-""",0,1,0
2370,"127.0.0.1 - - [03/May/2021:03:10:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Adey HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20201,"127.0.0.1 - - [03/May/2021:03:40:41 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dl onmouseover=\""alert(1)\"">test</dl>"" 400 0 ""-"" ""-""",0,1,0
8350,"127.0.0.1 - - [03/May/2021:03:08:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=taula HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
2512,"127.0.0.1 - - [03/May/2021:03:21:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Lydia HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14086,"127.0.0.1 - - [03/May/2021:03:25:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Roxie HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19077,"127.0.0.1 - - [03/May/2021:02:27:41 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=GIF89a%2f%2a%3csvg%2fonload%3dalert(1)%3e%2a%2f%3dalert(document%2edomain)%2f%2f%3b HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
15965,"127.0.0.1 - - [03/May/2021:03:41:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>:target {color:red;}</style><li"" 400 0 ""-"" ""-""",0,1,0
9281,"127.0.0.1 - - [03/May/2021:03:08:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=zipfiles HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
8329,"127.0.0.1 - - [03/May/2021:03:40:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<blockquote onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
7528,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<scr<script>ipt>alert(1)</scr</script>ipt><scr<script>ipt>alert(1)</scr</script>ipt> HTTP/1.1"" 200 1716 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
2130,"127.0.0.1 - - [03/May/2021:03:26:37 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Steve HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13830,"127.0.0.1 - - [03/May/2021:03:23:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Nuvit HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
9482,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click"" 400 0 ""-"" ""-""",0,1,0
7646,"127.0.0.1 - - [03/May/2021:03:22:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Melinie HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
6474,"127.0.0.1 - - [03/May/2021:03:16:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Garnette HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
409,"127.0.0.1 - - [03/May/2021:03:10:45 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Andi HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
6923,"127.0.0.1 - - [03/May/2021:03:40:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<big oncut=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
3198,"127.0.0.1 - - [03/May/2021:03:06:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=document HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
16195,"127.0.0.1 - - [03/May/2021:03:18:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jaymee HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
8527,"127.0.0.1 - - [03/May/2021:03:19:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ketti HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1978,"127.0.0.1 - - [03/May/2021:03:41:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>:target {color:red;}</style><link"" 400 0 ""-"" ""-""",0,1,0
6426,"127.0.0.1 - - [03/May/2021:03:16:56 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Greg HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
214,"127.0.0.1 - - [03/May/2021:03:40:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
6609,"127.0.0.1 - - [03/May/2021:03:06:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=enemy HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3990,"127.0.0.1 - - [03/May/2021:03:27:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Timmy HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
2971,"127.0.0.1 - - [03/May/2021:03:11:37 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bekki HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13671,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<audio src=1"" 400 0 ""-"" ""-""",0,1,0
972,"127.0.0.1 - - [03/May/2021:03:11:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Barry HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1402,"127.0.0.1 - - [03/May/2021:03:40:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<body draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
17831,"127.0.0.1 - - [03/May/2021:03:40:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<big onpaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
8108,"127.0.0.1 - - [03/May/2021:03:08:19 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=text HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14174,"127.0.0.1 - - [03/May/2021:03:40:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<cite id=x"" 400 0 ""-"" ""-""",0,1,0
19992,"127.0.0.1 - - [03/May/2021:03:17:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Haggar HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
8273,"127.0.0.1 - - [03/May/2021:02:35:18 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<!-- --"" 400 0 ""-"" ""-""",0,1,0
5903,"127.0.0.1 - - [03/May/2021:03:40:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<header onbeforecut=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
7462,"127.0.0.1 - - [03/May/2021:03:26:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Simon-Pui-Lok HTTP/1.1"" 200 1703 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
17745,"127.0.0.1 - - [03/May/2021:03:25:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shayne HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7948,"127.0.0.1 - - [03/May/2021:03:17:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Hildagarde HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
246,"127.0.0.1 - - [03/May/2021:03:23:14 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Nevsa HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14439,"127.0.0.1 - - [03/May/2021:03:40:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<mark onmouseenter=\""alert(1)\"">test</mark>"" 400 0 ""-"" ""-""",0,1,0
19073,"127.0.0.1 - - [03/May/2021:03:40:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<noembed draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
7458,"127.0.0.1 - - [03/May/2021:03:11:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ashoka HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3074,"127.0.0.1 - - [03/May/2021:03:12:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Carlynn HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
4160,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=\""/><img/onerror=\\x0Bjavascript:alert(1)\\x0Bsrc=xxx:x />"" 400 0 ""-"" ""-""",0,1,0
14229,"127.0.0.1 - - [03/May/2021:03:12:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Breton HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3789,"127.0.0.1 - - [03/May/2021:03:08:33 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=wargames HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5686,"127.0.0.1 - - [03/May/2021:03:18:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Josselyn HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13441,"127.0.0.1 - - [03/May/2021:10:05:41 -0400] ""GET /DVWA/vulnerabilities/fi/?page=..%252f..%252f..%252f..%252f..%252f..%252f..%252fetc%252passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
12918,"127.0.0.1 - - [03/May/2021:03:41:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<object onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
8782,"127.0.0.1 - - [03/May/2021:10:06:17 -0400] ""GET /DVWA/vulnerabilities/fi/?page=..%uF025etc%uF025passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
9266,"127.0.0.1 - - [03/May/2021:03:41:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<wbr draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
6290,"127.0.0.1 - - [03/May/2021:02:25:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onxxx%3dalert(1)%201%3d' HTTP/1.1"" 200 1674 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
14848,"127.0.0.1 - - [03/May/2021:03:28:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Yetta HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13461,"127.0.0.1 - - [03/May/2021:03:27:17 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Thinh HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
